12: 406,80,404,62,462,54,465,72,0.996
12: 418,116,415,98,479,89,482,108,0.993
12: 399,98,397,78,501,68,503,88,0.989
12: 469,70,466,54,488,50,491,66,0.55
13: 90,503,72,463,167,419,185,458,0.998
13: 453,224,448,197,506,186,511,213,0.948
13: 753,181,748,156,792,146,798,171,0.932
13: 1030,376,1030,287,1080,287,1080,376,0.709
14: 184,494,167,457,271,409,288,447,0.994
14: 279,211,149,169,161,131,291,172,0.993
14: 367,408,357,386,409,363,419,386,0.976
14: 403,232,346,221,351,199,407,210,0.776
15: 913,117,903,86,955,69,965,100,0.997
15: 1080,152,1076,125,1151,112,1155,138,0.996
15: 684,66,684,48,734,48,734,66,0.994
15: 709,333,708,315,788,310,789,328,0.99
15: 751,263,749,241,802,237,803,259,0.984
15: 689,352,688,336,802,329,803,346,0.984
15: 719,115,718,100,763,98,764,113,0.983
15: 790,69,739,67,740,47,791,50,0.976
15: 683,269,681,249,729,243,732,264,0.973
15: 649,97,649,84,679,84,679,97,0.972
15: 728,94,728,81,757,81,757,94,0.97
15: 673,191,672,166,739,164,739,190,0.963
15: 680,95,680,81,722,81,722,95,0.961
15: 742,189,742,164,800,164,800,189,0.952
15: 1104,121,1100,92,1159,84,1163,112,0.79
15: 798,99,761,94,762,79,800,83,0.609
16: 220,268,220,226,284,226,284,268,0.996
16: 242,375,239,332,291,328,295,371,0.988
16: 228,444,228,400,287,400,287,444,0.982
16: 128,368,126,342,170,339,172,365,0.974
16: 94,655,94,639,134,639,134,655,0.961
16: 512,132,449,37,484,14,547,109,0.958
16: 221,286,221,271,284,271,284,286,0.941
16: 233,470,225,450,285,426,293,446,0.929
16: 97,185,97,170,138,170,138,185,0.573
17: 936,544,819,543,820,504,937,505,0.992
17: 831,639,831,562,1055,562,1055,639,0.989
17: 415,716,415,668,474,668,474,716,0.988
17: 565,278,563,249,698,240,700,269,0.985
17: 944,548,944,509,1086,509,1086,548,0.959
17: 612,249,610,230,648,227,650,246,0.921
17: 1074,554,1074,511,1260,511,1260,554,0.919
17: 1063,653,1063,571,1259,571,1259,653,0.906
18: 111,378,107,359,178,343,182,362,0.993
18: 188,360,184,343,237,329,241,346,0.988
18: 111,402,106,386,153,372,157,388,0.985
18: 107,355,103,340,148,328,152,343,0.979
19: 401,228,387,198,435,177,448,207,0.997
19: 824,258,816,214,858,206,867,250,0.994
19: 822,302,822,254,868,254,868,302,0.933
19: 772,299,772,263,808,263,808,299,0.797
20: 107,157,25,98,49,64,131,123,0.949
21: 927,248,923,222,1011,207,1016,233,0.998
21: 1145,230,1145,205,1211,205,1211,230,0.993
21: 950,217,948,199,980,194,983,213,0.981
21: 1167,204,1167,186,1190,186,1190,204,0.897
22: 170,131,3,107,10,54,178,78,0.997
22: 297,152,183,128,192,86,306,110,0.991
22: 342,134,303,128,306,109,345,116,0.913
22: 344,148,313,143,314,133,346,137,0.742
23: 139,216,65,213,67,177,140,179,0.994
23: 78,278,76,242,169,235,171,271,0.991
23: 95,239,94,222,130,221,130,238,0.991
23: 335,164,333,146,393,138,395,156,0.991
23: 89,443,89,429,116,429,116,443,0.973
23: 117,442,117,428,161,428,162,441,0.954
23: 68,244,68,223,92,223,92,244,0.754
23: 43,277,43,249,75,249,75,277,0.701
23: 1152,131,1147,103,1211,93,1215,121,0.542
24: 153,237,44,235,45,209,153,211,0.996
24: 779,263,777,241,873,235,875,256,0.915
24: 25,701,15,664,102,640,112,677,0.824
25: 945,179,912,150,993,58,1026,87,0.998
25: 604,205,603,176,713,173,713,203,0.996
25: 598,305,597,280,672,276,673,301,0.994
25: 715,174,597,172,598,133,715,135,0.994
25: 646,270,646,246,710,246,710,270,0.99
25: 604,244,603,225,643,224,643,242,0.989
25: 717,304,677,302,678,277,718,279,0.983
25: 596,277,592,256,640,247,644,268,0.975
25: 276,191,220,142,245,114,301,163,0.967
25: 627,128,626,116,650,115,650,127,0.953
25: 652,128,652,116,683,116,683,128,0.934
25: 663,423,663,411,713,408,714,421,0.846
25: 597,136,594,122,624,116,627,130,0.82
25: 607,422,607,411,661,411,661,422,0.778
25: 702,129,683,129,684,118,702,119,0.555
26: 730,182,666,180,666,161,731,163,0.995
26: 1113,64,1107,43,1173,22,1179,43,0.994
26: 1118,44,1109,25,1157,3,1166,21,0.981
26: 761,226,761,153,833,153,833,226,0.981
26: 1014,148,1006,117,1086,96,1094,126,0.978
26: 976,235,976,220,1001,220,1001,235,0.97
26: 780,544,780,467,850,467,850,544,0.916
26: 970,83,966,68,1003,58,1007,73,0.908
26: 1253,359,1203,356,1203,344,1253,347,0.889
26: 1173,152,1173,140,1218,139,1218,151,0.814
26: 1142,231,1138,211,1183,201,1187,221,0.811
26: 1041,161,1041,150,1067,150,1067,161,0.721
26: 969,100,965,85,1014,72,1018,88,0.679
26: 1182,207,1128,194,1139,149,1193,162,0.615
26: 1130,154,1129,141,1159,139,1160,152,0.614
27: 347,206,211,163,222,127,359,170,0.999
29: 781,133,758,97,828,52,852,88,0.997
29: 263,324,263,308,305,308,305,324,0.994
29: 215,284,214,268,278,267,279,283,0.994
29: 268,242,267,225,330,223,331,240,0.994
29: 212,201,212,188,250,188,250,201,0.993
29: 225,300,225,286,274,286,274,300,0.993
29: 299,202,251,201,252,184,299,185,0.993
29: 221,218,221,205,251,205,251,218,0.993
29: 210,328,209,313,259,311,260,326,0.992
29: 222,259,222,246,260,245,260,258,0.989
29: 303,200,302,184,341,183,341,198,0.987
29: 229,243,229,227,266,227,266,242,0.984
29: 250,217,250,203,336,203,336,216,0.983
29: 264,259,264,244,341,240,342,256,0.982
29: 280,297,280,284,315,284,315,297,0.948
29: 846,94,837,37,877,31,886,88,0.947
29: 93,333,93,309,123,309,123,333,0.935
29: 990,187,990,148,1029,148,1029,187,0.931
29: 121,329,119,307,172,301,174,322,0.929
29: 281,281,280,267,329,264,330,278,0.882
29: 993,215,993,179,1032,179,1032,215,0.832
29: 94,291,92,277,135,272,136,286,0.829
30: 211,221,58,124,94,67,247,164,0.995
30: 211,307,211,257,282,257,282,307,0.992
30: 243,138,159,65,190,30,274,103,0.983
30: 308,179,251,126,275,100,332,154,0.981
30: 231,210,231,163,272,163,272,210,0.979
30: 151,306,151,250,208,250,208,306,0.979
30: 307,240,257,200,283,168,333,209,0.977
30: 3,299,3,228,100,228,100,299,0.975
30: 94,297,94,221,144,221,144,297,0.926
30: 356,344,352,292,442,285,447,337,0.925
30: 121,77,121,2,167,2,167,77,0.897
31: 552,157,429,69,463,21,586,109,0.99
31: 452,174,448,144,515,136,519,166,0.874
32: 1141,86,1139,64,1241,55,1243,77,0.995
32: 1035,63,1027,40,1122,6,1131,29,0.951
33: 922,588,920,551,1004,548,1006,585,0.994
33: 999,581,999,547,1055,547,1055,581,0.889
34: 333,211,326,191,372,176,379,196,0.996
34: 1117,106,1114,89,1154,82,1158,99,0.988
34: 369,218,366,203,407,192,411,207,0.984
34: 806,275,795,233,1053,166,1064,208,0.96
34: 423,290,418,274,463,261,467,277,0.954
34: 39,300,33,279,65,270,71,291,0.951
34: 29,211,14,190,48,165,63,186,0.889
34: 384,280,378,264,412,252,418,269,0.528
35: 263,181,163,82,198,47,298,146,0.978
35: 691,258,683,244,726,222,734,236,0.939
36: 205,390,205,372,274,372,274,390,0.995
36: 794,241,620,237,620,214,795,218,0.975
36: 935,375,934,358,987,356,988,373,0.963
36: 746,358,744,338,800,332,802,352,0.521
37: 795,296,795,277,878,275,878,294,0.998
37: 480,234,370,221,374,190,484,203,0.996
37: 411,282,411,257,464,257,464,282,0.86
38: 330,182,212,127,228,93,345,148,0.988
38: 448,321,448,287,739,287,739,321,0.943
38: 471,433,471,421,502,421,502,433,0.924
38: 195,122,83,70,101,32,213,85,0.92
38: 985,201,985,187,1041,187,1041,201,0.875
38: 977,280,977,266,1029,266,1030,279,0.811
38: 937,282,936,269,974,267,975,280,0.597
38: 936,207,934,192,979,186,981,201,0.563
39: 602,428,515,424,516,390,603,394,0.996
39: 514,128,504,60,783,19,793,87,0.965
39: 1193,430,1190,401,1205,400,1209,428,0.85
39: 1259,384,1253,345,1270,342,1276,382,0.619
39: 825,76,825,2,942,2,942,76,0.523
40: 372,431,372,409,444,408,445,430,0.986
40: 371,455,371,434,448,434,448,455,0.959
41: 241,118,241,45,283,45,283,118,0.993
41: 286,65,286,11,328,11,328,65,0.954
41: 117,248,6,238,8,216,119,226,0.753
42: 68,411,54,381,164,327,179,357,0.998
42: 506,220,496,198,569,162,580,184,0.996
42: 314,300,301,272,377,238,389,266,0.987
42: 437,246,428,225,488,198,498,219,0.986
42: 881,87,877,66,934,55,938,76,0.959
43: 58,181,53,135,251,113,256,159,0.993
43: 318,190,316,171,382,163,384,182,0.984
43: 193,215,191,198,254,189,256,206,0.983
43: 345,254,334,194,367,188,378,248,0.975
43: 467,127,465,89,541,86,543,124,0.97
43: 688,719,676,691,751,667,763,705,0.945
43: 875,124,818,117,821,90,878,97,0.892
43: 242,222,240,208,282,202,284,216,0.878
43: 519,185,517,172,546,169,548,182,0.87
43: 597,114,597,76,643,76,643,114,0.79
43: 651,693,633,650,742,604,760,648,0.757
43: 600,185,555,176,578,68,623,77,0.577
44: 320,157,320,114,504,114,504,157,0.996
45: 203,239,199,195,364,178,369,222,0.988
45: 267,163,267,86,335,86,335,163,0.987
45: 339,160,339,100,429,100,429,160,0.986
45: 260,172,69,163,73,84,264,93,0.777
45: 373,210,373,177,415,177,415,210,0.528
46: 532,386,532,366,576,366,576,386,0.997
46: 653,434,620,434,620,419,654,419,0.964
46: 1249,397,1184,396,1184,376,1250,378,0.948
46: 946,273,906,214,1133,59,1173,118,0.945
46: 578,388,578,368,601,368,601,388,0.917
46: 786,415,786,354,805,354,805,415,0.847
46: 287,336,230,332,231,318,288,322,0.831
47: 683,246,674,224,741,197,750,219,0.988
47: 711,264,706,248,750,234,755,250,0.968
47: 674,273,670,259,707,248,711,262,0.961
47: 695,216,688,197,736,180,743,199,0.953
47: 775,131,767,117,815,89,823,103,0.74
47: 307,315,307,216,357,216,357,315,0.704
47: 273,323,266,251,295,248,302,320,0.607
47: 972,512,971,496,1012,494,1013,511,0.523
48: 578,341,578,322,648,322,648,341,0.994
48: 575,363,575,339,656,339,656,363,0.993
48: 381,281,380,240,504,238,504,280,0.99
48: 631,377,589,377,590,362,632,362,0.99
48: 545,276,544,233,705,229,706,272,0.972
48: 507,280,507,239,526,239,526,280,0.966
48: 544,367,465,350,470,325,549,342,0.891
48: 843,591,843,506,945,506,945,591,0.889
48: 780,295,780,286,802,285,802,294,0.888
48: 614,282,614,259,700,259,700,282,0.877
48: 783,257,783,247,807,247,807,257,0.833
48: 844,521,840,443,944,438,948,516,0.773
48: 778,295,752,293,752,284,778,286,0.753
48: 779,267,779,259,805,259,805,267,0.743
48: 807,268,807,258,832,258,832,268,0.732
48: 753,255,753,245,782,245,782,255,0.704
48: 655,260,655,236,701,236,701,260,0.63
48: 771,307,771,298,787,298,787,307,0.619
48: 810,255,810,247,831,247,831,255,0.606
48: 805,295,804,285,827,285,828,294,0.594
49: 1006,474,1006,381,1241,381,1241,474,0.968
49: 700,450,600,440,604,393,705,402,0.958
49: 781,460,781,345,1074,345,1074,460,0.711
49: 1158,681,831,642,850,478,1178,516,0.599
50: 632,291,582,288,584,260,634,263,0.991
50: 560,176,560,146,620,146,620,176,0.991
50: 630,265,586,263,587,242,631,244,0.989
50: 567,200,567,173,621,173,621,200,0.98
50: 738,161,737,147,756,144,758,158,0.907
50: 703,218,703,206,736,206,736,218,0.901
50: 703,162,702,149,736,147,737,160,0.899
50: 619,305,593,302,595,287,621,290,0.846
50: 688,162,688,151,702,151,702,162,0.837
50: 485,195,485,161,516,161,516,195,0.827
50: 738,219,738,207,759,206,759,219,0.805
50: 739,179,739,166,756,166,756,179,0.794
50: 719,179,718,168,739,167,740,178,0.75
50: 647,165,647,151,686,151,686,164,0.587
51: 783,268,731,200,887,78,940,146,0.892
52: 426,494,418,466,486,446,494,474,0.995
52: 690,374,684,358,749,337,754,353,0.993
52: 377,514,369,482,422,469,430,501,0.993
52: 533,445,526,424,585,406,592,427,0.981
53: 1060,150,952,143,954,111,1062,118,0.994
53: 941,147,845,137,850,94,946,105,0.991
53: 849,140,779,136,782,90,852,94,0.99
53: 1073,176,952,171,953,141,1074,147,0.984
53: 1172,166,1066,156,1069,123,1175,134,0.982
53: 938,162,887,159,888,143,939,146,0.8
53: 398,392,359,391,360,376,399,377,0.589
54: 859,259,783,256,783,239,860,242,0.978
54: 612,439,565,419,574,399,620,419,0.83
55: 821,396,821,363,1003,363,1003,396,0.992
55: 791,448,750,446,750,427,792,428,0.926
56: 1161,190,1161,164,1265,161,1265,187,0.996
56: 1147,163,1145,137,1275,127,1277,153,0.995
56: 401,45,397,30,434,19,438,35,0.992
56: 438,34,434,18,469,10,473,26,0.982
56: 367,58,362,42,397,31,402,47,0.948
57: 1087,225,1066,167,1250,99,1271,156,0.997
57: 727,312,727,282,795,282,795,312,0.997
57: 814,340,814,325,839,325,839,340,0.772
58: 791,350,791,312,837,312,837,350,0.934
58: 101,490,101,466,153,466,153,490,0.878
59: 183,367,118,366,119,348,183,349,0.994
59: 138,144,138,126,202,126,202,144,0.992
59: 124,188,124,169,201,169,201,188,0.989
59: 130,321,130,302,188,302,188,321,0.987
59: 199,232,120,231,120,214,200,214,0.987
59: 133,276,133,259,193,259,193,276,0.983
59: 99,148,98,131,135,127,136,145,0.935
59: 78,193,76,177,122,170,124,186,0.848
59: 74,319,74,303,127,303,127,319,0.78
59: 86,233,85,218,113,215,115,230,0.54
60: 1075,339,1061,168,1118,163,1132,334,0.996
60: 1075,700,1075,550,1136,550,1136,700,0.993
60: 1069,543,1069,342,1134,342,1134,543,0.993
61: 367,541,367,409,413,409,413,541,0.956
62: 429,691,417,662,473,639,485,667,0.999
62: 446,651,437,630,497,607,505,628,0.996
62: 467,615,460,591,500,578,508,602,0.987
62: 434,718,427,695,455,686,463,709,0.973
62: 465,585,456,558,502,543,511,571,0.885
62: 476,719,465,711,494,693,504,710,0.769
62: 487,664,478,647,499,637,508,654,0.757
62: 482,692,482,664,502,664,502,692,0.689
63: 1068,321,1009,249,1235,62,1279,134,0.987
64: 747,169,731,136,824,89,840,122,0.995
64: 425,292,425,266,501,266,501,292,0.994
64: 838,125,826,88,923,57,935,93,0.972
65: 565,203,564,177,664,176,664,201,0.997
65: 394,205,394,175,536,175,536,205,0.995
65: 139,301,137,274,219,268,221,294,0.994
65: 141,323,140,300,218,297,219,320,0.973
65: 216,356,148,351,150,321,219,326,0.918
65: 971,321,943,316,960,207,988,211,0.703
65: 204,352,204,297,226,297,226,352,0.66
66: 129,314,2,309,3,266,130,270,0.986
66: 856,282,844,244,943,212,955,251,0.979
66: 582,405,582,390,636,389,636,404,0.947
66: 438,355,438,339,475,339,475,355,0.873
67: 672,485,672,449,792,449,792,485,0.998
67: 512,489,511,455,665,452,665,487,0.997
67: 1111,252,1111,225,1188,225,1188,252,0.995
67: 1038,224,1038,183,1116,183,1116,224,0.994
67: 1121,224,1121,186,1205,186,1205,224,0.992
67: 1038,250,1038,224,1087,224,1087,250,0.982
67: 713,273,713,263,769,262,769,272,0.906
67: 634,282,634,270,682,270,682,282,0.894
67: 551,716,551,647,616,647,616,716,0.824
67: 795,274,795,263,853,263,853,273,0.775
67: 567,640,542,533,604,519,629,625,0.73
67: 711,283,711,273,774,272,774,282,0.721
67: 679,715,679,639,737,639,737,715,0.653
68: 941,563,866,531,886,484,961,517,0.995
68: 1063,289,1037,203,1268,131,1279,217,0.989
68: 699,435,699,402,738,402,738,435,0.976
68: 537,438,521,437,529,367,545,369,0.954
68: 1207,557,1163,553,1165,531,1209,535,0.904
68: 806,457,778,454,780,432,808,435,0.747
68: 1055,417,1055,376,1112,376,1112,417,0.535
69: 869,457,818,454,832,215,882,218,0.994
69: 906,459,906,221,947,221,947,459,0.975
70: 930,323,928,285,1055,276,1058,314,0.986
71: 525,192,445,172,451,146,531,166,0.997
71: 585,207,527,189,533,168,591,186,0.996
71: 348,261,348,250,382,250,382,261,0.709
71: 905,264,864,263,864,252,905,254,0.606
72: 210,372,201,338,297,313,306,347,0.994
72: 271,385,264,359,363,335,369,361,0.992
72: 311,349,305,314,408,296,414,331,0.973
72: 464,210,462,187,509,182,512,206,0.967
72: 340,297,327,235,506,198,519,259,0.966
72: 459,343,455,320,521,308,525,332,0.954
72: 331,285,331,118,398,118,398,285,0.929
72: 523,323,518,282,582,274,587,315,0.911
72: 455,318,453,290,520,284,522,313,0.888
72: 994,45,916,42,917,10,995,13,0.697
72: 333,136,333,116,363,116,363,136,0.608
72: 197,460,183,400,292,375,306,435,0.567
73: 1153,352,1094,345,1097,324,1156,331,0.976
73: 353,415,351,400,395,394,397,410,0.972
73: 272,372,272,333,338,333,338,372,0.96
73: 291,441,288,425,321,419,323,434,0.945
73: 274,425,272,406,339,399,341,418,0.926
73: 682,305,665,304,666,292,683,293,0.818
73: 871,395,871,355,927,355,927,395,0.799
73: 1059,458,1032,403,1126,355,1154,410,0.743
73: 1221,435,1190,433,1191,417,1222,419,0.743
73: 275,335,275,269,356,269,356,335,0.73
73: 326,453,322,436,359,429,362,445,0.684
73: 665,303,637,299,639,287,667,291,0.678
73: 323,336,323,321,340,321,340,336,0.583
73: 349,427,348,416,383,414,384,425,0.574
73: 371,395,327,391,340,262,383,266,0.551
73: 1180,348,1153,347,1154,332,1181,333,0.549
73: 201,311,201,297,225,297,225,311,0.536
74: 519,120,519,58,721,58,721,120,0.995
74: 256,188,256,173,296,173,296,188,0.991
74: 1199,269,1199,248,1275,247,1276,268,0.948
74: 879,313,879,291,907,291,907,313,0.841
74: 1119,307,1118,278,1169,275,1170,305,0.829
74: 247,239,247,220,275,220,275,239,0.786
74: 208,291,208,233,285,233,285,291,0.774
74: 1104,393,1104,308,1258,308,1258,393,0.728
74: 296,258,275,254,278,236,299,240,0.631
74: 213,242,211,221,243,219,244,240,0.542
75: 1038,341,997,271,1207,148,1248,218,0.978
76: 384,141,182,110,195,22,397,53,0.932
76: 989,278,989,265,1024,265,1024,278,0.706
77: 204,218,204,196,299,196,299,218,0.99
77: 405,456,288,453,289,423,406,427,0.986
77: 310,218,310,197,455,197,455,218,0.962
77: 625,293,625,280,651,280,651,293,0.911
78: 1160,138,1093,137,1093,121,1160,122,0.996
78: 1128,119,1070,115,1071,99,1129,102,0.989
78: 1087,138,1054,136,1056,117,1088,119,0.988
78: 1158,119,1133,118,1134,102,1159,103,0.966
78: 1164,139,1164,121,1189,121,1189,139,0.964
79: 145,711,135,684,186,664,196,692,0.976
79: 163,657,147,617,239,581,255,622,0.976
79: 259,619,245,587,293,566,307,599,0.965
79: 142,616,119,547,357,468,380,537,0.964
79: 200,692,185,669,228,641,243,664,0.957
79: 152,719,146,709,188,693,195,710,0.821
80: 350,87,349,62,436,58,437,82,0.993
80: 663,71,662,49,738,45,739,67,0.99
80: 1218,87,1218,74,1268,72,1269,85,0.715
81: 180,38,5,35,6,2,181,5,0.998
81: 565,392,561,349,642,342,646,385,0.976
81: 1271,50,1179,36,1183,7,1275,21,0.901
81: 1026,291,1024,263,1063,259,1065,288,0.87
81: 411,279,404,261,448,244,454,262,0.689
82: 378,248,294,247,294,233,378,234,0.994
82: 288,232,288,218,322,217,323,231,0.99
82: 261,247,261,232,290,232,290,247,0.985
82: 352,201,304,196,306,180,354,185,0.978
82: 286,231,261,230,262,216,287,217,0.92
82: 376,233,346,231,347,217,377,219,0.918
82: 327,234,325,220,347,216,349,230,0.671
83: 720,155,720,131,756,131,756,155,0.984
83: 471,128,436,82,455,67,491,113,0.966
83: 1031,334,1031,308,1090,308,1090,334,0.963
84: 265,248,262,222,326,215,329,241,0.996
84: 623,118,621,89,700,85,701,114,0.969
84: 557,158,556,145,583,143,584,156,0.952
84: 607,153,606,142,634,139,635,151,0.932
84: 641,153,639,139,673,136,675,149,0.885
84: 695,147,694,135,737,131,738,143,0.816
84: 268,283,268,249,329,249,329,283,0.814
84: 312,282,306,269,326,260,332,273,0.788
85: 582,303,503,298,506,267,585,272,0.991
85: 435,291,354,285,356,251,437,256,0.99
85: 852,330,756,323,758,292,855,299,0.985
85: 691,311,598,310,599,281,692,283,0.974
85: 204,271,204,234,263,234,263,271,0.939
85: 755,238,555,215,562,155,762,178,0.808
86: 148,120,142,50,312,37,318,106,0.989
86: 474,95,469,24,664,11,669,81,0.985
86: 357,526,290,526,290,507,357,507,0.982
86: 355,530,354,511,402,506,404,525,0.945
86: 186,522,184,501,233,496,235,518,0.808
86: 2,100,1,88,55,85,56,97,0.527
87: 253,430,249,401,336,388,340,417,0.998
87: 484,413,478,384,586,362,592,391,0.995
87: 327,83,326,63,384,59,385,80,0.992
87: 275,447,273,430,319,427,320,443,0.987
87: 253,517,249,493,326,479,331,503,0.987
87: 390,413,388,393,437,387,439,407,0.98
87: 498,475,492,449,565,434,570,460,0.979
87: 333,503,329,482,390,470,395,490,0.975
87: 626,446,623,429,707,413,710,430,0.778
88: 1108,438,1108,415,1275,415,1275,438,0.996
88: 1129,280,1129,259,1230,256,1230,278,0.996
88: 926,653,926,350,1008,350,1008,653,0.964
88: 1114,304,1114,281,1251,280,1252,303,0.959
88: 918,399,918,212,1003,212,1003,399,0.928
88: 1167,374,1167,362,1201,362,1201,373,0.875
89: 561,76,561,51,603,51,603,76,0.993
89: 749,288,749,234,817,234,817,288,0.752
89: 760,313,760,300,806,300,806,313,0.598
90: 713,190,707,156,787,142,793,175,0.985
90: 860,320,840,60,901,56,921,315,0.877
90: 892,534,878,346,931,342,944,530,0.841
90: 30,232,28,206,177,191,180,217,0.581
91: 1065,487,1065,419,1197,419,1197,487,0.992
92: 18,339,16,284,232,276,234,330,0.989
92: 954,326,943,285,1141,233,1152,274,0.985
92: 1028,715,1014,656,1042,650,1056,708,0.896
92: 236,319,233,270,408,260,411,310,0.878
93: 402,585,276,569,285,502,411,518,0.978
93: 429,225,429,211,477,211,477,225,0.624
93: 438,259,434,237,472,231,475,253,0.603
94: 909,185,904,150,1042,129,1048,164,0.992
94: 827,159,822,125,949,107,954,140,0.992
94: 625,559,621,540,658,532,662,552,0.696
96: 299,439,177,434,179,385,301,390,0.995
97: 813,446,728,440,732,389,816,394,0.979
97: 611,359,582,285,605,276,634,350,0.941
97: 735,426,690,423,693,385,737,388,0.935
97: 553,360,522,329,578,274,609,305,0.789
98: 457,198,455,166,530,162,532,194,0.997
98: 451,225,449,209,537,202,538,218,0.994
99: 495,361,495,281,640,281,640,361,0.959
99: 1135,261,1135,178,1272,178,1272,261,0.844
99: 804,404,791,247,834,244,847,401,0.788
100: 422,279,418,254,477,243,481,268,0.99
100: 357,260,352,233,443,216,448,243,0.977
100: 365,290,360,264,411,254,416,281,0.964
100: 380,335,375,305,428,297,433,326,0.923
100: 525,266,486,264,487,242,526,244,0.917
100: 457,242,454,222,486,218,489,237,0.561
101: 1016,336,1016,312,1113,312,1113,336,0.998
102: 1035,390,1015,327,1264,247,1279,310,0.996
102: 1002,391,995,370,1030,359,1037,380,0.637
103: 722,284,722,264,800,262,801,282,0.996
103: 688,285,688,265,721,265,721,285,0.993
103: 226,325,225,296,335,294,335,324,0.954
103: 692,307,691,287,782,286,782,306,0.947
103: 276,217,274,167,457,157,459,206,0.625
104: 449,265,449,211,522,211,522,265,0.994
104: 1187,103,1177,75,1234,54,1244,83,0.859
104: 650,156,649,144,692,140,693,151,0.756
104: 559,250,559,214,592,214,592,250,0.657
105: 100,70,99,26,276,21,277,64,0.981
106: 44,270,44,243,182,243,182,270,0.998
106: 389,331,297,322,299,294,392,303,0.995
106: 42,299,42,274,107,274,107,299,0.995
106: 108,301,108,275,171,275,171,301,0.994
106: 303,293,245,281,250,253,309,265,0.993
106: 292,319,241,312,244,287,296,295,0.988
106: 386,304,331,294,336,268,391,279,0.988
106: 342,220,261,190,270,167,351,196,0.965
